FID,Geocodigo,Nome,MoradDPPOColetDomicServLimpTot,MoradDPPOColetTot,MoradDPPODepCacambServLimpTot,MoradDPPOTot,PercMoradDPPOColetDomicServLimpTot,PercMoradDPPOColetTot,PercMoradDPPODepCacambServLimpTot
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-12a8,3109907,Caetanópolis - MG,8834,9030,196,11412,77.41,79.13,1.72
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-12a7,3110004,Caeté - MG,34340,35892,1552,38618,88.92,92.94,4.02
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-12a6,3110103,Caiana - MG,3624,4716,1092,5300,68.38,88.98,20.6
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-12a5,3110202,Cajuri - MG,2758,3814,1056,4087,67.48,93.32,25.84
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-12a4,3110301,Caldas - MG,9566,12269,2703,14162,67.55,86.63,19.09
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-12a3,3110400,Camacho - MG,1989,2080,91,2835,70.16,73.37,3.21
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-12a2,2603900,Carnaíba - PE,9037,10647,1610,18642,48.48,57.11,8.64
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-12a1,2607901,Jaboatão dos Guararapes - PE,487447,615324,127877,642816,75.83,95.72,19.89
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-12a0,3110509,Camanducaia - MG,20917,25425,4508,25929,80.67,98.06,17.39
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-129f,3110608,Cambuí - MG,26746,29175,2429,29459,90.79,99.04,8.25
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-129e,3110707,Cambuquira - MG,10682,11237,555,12239,87.28,91.81,4.53
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-129d,3110806,Campanário - MG,2347,2509,162,2922,80.32,85.87,5.54
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-129c,3110905,Campanha - MG,14092,14732,640,15802,89.18,93.23,4.05
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-129b,3111002,Campestre - MG,14548,17837,3289,20596,70.64,86.6,15.97
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-129a,3111101,Campina Verde - MG,13853,15086,1233,17908,77.36,84.24,6.89
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1299,3111150,Campo Azul - MG,2159,2160,1,3707,58.24,58.27,0.03
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1298,3111200,Campo Belo - MG,50468,51159,691,51989,97.07,98.4,1.33
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1297,3111309,Campo do Meio - MG,8071,10197,2126,11324,71.27,90.05,18.77
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1296,3111408,Campo Florido - MG,6714,7514,800,8436,79.59,89.07,9.48
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1295,3111507,Campos Altos - MG,11847,12173,326,12946,91.51,94.03,2.52
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1294,3111606,Campos Gerais - MG,18969,21304,2335,25947,73.11,82.11,9
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1293,3111705,Canaã - MG,2761,4300,1539,4710,58.62,91.3,32.68
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1292,3111804,Canápolis - MG,9724,10015,291,10521,92.42,95.19,2.77
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1291,3111903,Cana Verde - MG,5025,5059,34,5239,95.92,96.56,0.65
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1290,3112000,Candeias - MG,10834,11501,667,13881,78.05,82.85,4.81
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-128f,3112059,Cantagalo - MG,1914,2658,744,3974,48.16,66.88,18.72
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-128e,3112109,Caparaó - MG,3017,4322,1305,5039,59.87,85.77,25.9
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-128d,3112208,Capela Nova - MG,3421,3515,94,4359,78.48,80.64,2.16
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-128c,3112307,Capelinha - MG,32730,33118,388,39460,82.94,83.93,0.98
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-128b,3112406,Capetinga - MG,5687,6215,528,6513,87.32,95.42,8.11
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-128a,3112505,Capim Branco - MG,10091,10440,349,10631,94.92,98.2,3.28
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1289,3112604,Capinópolis - MG,13810,14103,293,14612,94.51,96.52,2.01
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1288,3112653,Capitão Andrade - MG,3642,3644,2,4570,79.69,79.74,0.04
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1287,3112703,Capitão Enéas - MG,11194,11834,640,14084,79.48,84.02,4.54
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1286,3112802,Capitólio - MG,8028,9982,1954,10311,77.86,96.81,18.95
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1285,3112901,Caputira - MG,6001,7332,1331,8935,67.16,82.06,14.9
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1284,3113008,Caraí - MG,7438,10463,3025,19515,38.11,53.62,15.5
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1283,2603926,Carnaubeira da Penha - PE,1998,2114,116,12239,16.32,17.27,0.95
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1282,3113107,Caranaíba - MG,1819,1819,,2933,62.02,62.02,
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1281,3113206,Carandaí - MG,21248,22535,1287,23810,89.24,94.65,5.41
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1280,3113305,Carangola - MG,24741,27615,2874,30961,79.91,89.19,9.28
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-127f,3113404,Caratinga - MG,56366,76751,20385,86560,65.12,88.67,23.55
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-127e,3113503,Carbonita - MG,7399,7503,104,8496,87.09,88.31,1.22
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-127d,3113602,Careaçu - MG,5560,6549,989,6777,82.04,96.64,14.59
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-127c,3113701,Carlos Chagas - MG,13331,13565,234,18503,72.05,73.31,1.26
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-127b,3113800,Carmésia - MG,2006,2146,140,2605,77.01,82.38,5.37
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-127a,3113909,Carmo da Cachoeira - MG,9188,9922,734,11358,80.89,87.36,6.46
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1279,3114006,Carmo da Mata - MG,10184,10356,172,10964,92.89,94.45,1.57
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1278,3114105,Carmo de Minas - MG,11530,12069,539,13669,84.35,88.29,3.94
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1277,3114204,Carmo do Cajuru - MG,21824,22760,936,23389,93.31,97.31,4
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1276,3114303,Carmo do Paranaíba - MG,23925,25814,1889,28657,83.49,90.08,6.59
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1275,3114402,Carmo do Rio Claro - MG,16825,19852,3027,20890,80.54,95.03,14.49
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1274,3114501,Carmópolis de Minas - MG,14823,16552,1729,17855,83.02,92.7,9.68
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1273,3114550,Carneirinho - MG,7601,8312,711,9406,80.81,88.37,7.56
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1272,3114600,Carrancas - MG,3139,3588,449,3992,78.63,89.88,11.25
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1271,3114709,Carvalhópolis - MG,3016,3207,191,3319,90.87,96.63,5.75
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1270,3114808,Carvalhos - MG,2983,3515,532,4387,68,80.12,12.13
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-126f,3114907,Casa Grande - MG,646,1798,1152,2214,29.18,81.21,52.03
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-126e,3115003,Cascalho Rico - MG,1905,2095,190,2685,70.95,78.03,7.08
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-126d,3115102,Cássia - MG,14600,16302,1702,17045,85.66,95.64,9.99
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-126c,2604304,Cedro - PE,8716,8874,158,10517,82.88,84.38,1.5
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-126b,2608453,Lagoa do Carro - PE,14896,15586,690,17969,82.9,86.74,3.84
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-126a,3115201,Conceição da Barra de Minas - MG,2553,3067,514,3541,72.1,86.61,14.52
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1269,3115300,Cataguases - MG,59504,64679,5175,65998,90.16,98,7.84
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1268,3115359,Catas Altas - MG,5143,5233,90,5467,94.07,95.72,1.65
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1267,3115409,Catas Altas da Noruega - MG,945,1613,668,3096,30.52,52.1,21.58
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1266,3115458,Catuji - MG,3068,3915,847,7027,43.66,55.71,12.05
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1265,3115474,Catuti - MG,2851,3036,185,4739,60.16,64.06,3.9
